,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.18011496113994221,0.15252876838324528,0.49458773165543773,-0.18360581448077898,0.9771726691181232,0.23244523131248082,0.004283572870039094,0.18564853378077195,-0.15200616601101313,-0.17052227033937473,0.3540543249300813,-0.28951483016223933,-0.48642255382457444,0.40744600857757773,-0.2673304084639798,0.1465012631895153,-0.09599001402856182,-0.08441752287233864,-0.4614592614291953,0.4915075813787362,0.08055430107246696,0.11241970730193118,-0.0877291365125325,0.008928198711245337,0.25566701423964056,0.005867054034650459,-0.7142789405977727,-0.20648337157294455
1,-0.25707662924592456,0.11368973529738262,-0.012191481468615342,-0.29027442655666075,0.07235906297428499,0.061350999170189144,0.36946197796910646,-0.5280154736486026,-0.07823226699271217,0.011615816893233292,0.23177987029697822,0.26172938212077995,-0.03253554250096513,-0.02393621114419734,0.100402994686666,0.11259167561530649,-0.22295659648962887,0.5470180199140829,-0.5767731200951869,-0.5338685632461536,0.42064823399003465,0.2995048440864134,0.03678012316928382,-0.12429195113873417,0.004500360559236527,0.3561871325643335,0.6427996045262873,-0.45715832773965415
2,0.514300466518125,0.2992260105510081,-0.321654260613686,0.4714014309657094,0.41839363263952706,-0.14359767502633541,-0.017194421145362987,-0.20390592904695248,-0.07803913725784278,0.6332991727437959,0.36958630997417335,0.29349081949254574,-0.17823598528044904,0.06628670696469888,-0.32255031417008045,-0.14899424740858178,0.5618408381682862,0.7526267496685105,0.0010091513424536375,0.13436351843324387,-0.04873508659597764,-0.10641591271301055,-0.09191650232987683,0.3494032832390798,0.026202473099857876,0.5658560886528524,0.05512864046661615,-0.14406837014198554
3,0.20651689252687075,-0.43973952517083026,-0.014308287826605818,-0.9383888026030371,-0.02857127641682852,-0.18000759328522023,-0.24967208300381274,-0.4025128155227703,-0.6225620804282488,0.2169683059242291,-0.2935715942606682,0.33683874921734774,0.22323843132754795,-0.21083744547723843,-0.1222030114399904,0.7110459585931611,-0.2457240028788583,0.011369728959054857,-0.016628738494866617,0.43032778264074506,0.5236917014703758,-0.13205453764173786,-0.101781391631303,-0.32966999653553253,0.8721457478954135,0.9262733922887706,0.1581800615467563,-0.15179901945691257
4,-0.03333749205155842,0.3561731199941258,-0.022400271455086496,-0.4083089510125959,0.12975139244512443,-0.02598381866747015,-0.1782196541311206,-0.45262910934675255,0.4501703070089298,-0.5880055104151923,0.1796416940456766,-0.4622591685930475,0.20333364651919383,0.2713288725072038,0.05500300122511762,0.06897884210102166,0.5529184184195658,-0.49652111572383884,-0.056143716839572665,-0.012715355820418123,0.6169234812616555,0.48179783453455227,-0.5170299191226493,-0.11818018345786882,-0.11030918550828861,0.2432989131597335,-0.16403955834353123,-0.06452259672748001
5,-0.2003936714029651,0.42511537199421323,-0.032207461027407965,0.2387937282984585,-0.15676796723318565,0.08729599781687561,-0.2166228312444736,0.38446419776663293,0.17726495552097404,0.342878179667316,-0.08514192912212273,-0.43708276982657307,-0.038192321043333644,0.06967019150043413,0.13522203948641492,-0.28575484769655946,0.5433562274857814,0.23114844436631746,-0.544194754107256,-0.21119282292481642,0.6954534615245744,-0.07066921361541298,-0.2254208941251664,-0.06699961983234602,0.12179300827924182,-0.02552985732401712,0.5288708093694963,0.4198786054519034
6,0.08430045559367147,0.10858800776099493,0.7123204388548767,-0.21794896826943572,-0.6116120020287593,-0.07824205031847169,-0.007760272579645592,-0.16939126650381825,-0.3827169437215305,0.4871731240532821,-0.26993657420400075,0.30588148919129315,-0.5004165652148886,0.3983802435674815,0.22739804848539605,0.4464951333551379,-0.5809413377494492,-0.3189840582127252,0.015310544534353468,-0.21869203023632605,-0.4369808969543722,0.20397328962684683,0.22306221836128795,-0.13761711744286956,-0.01903184474549182,0.24998225539710411,0.264459887952218,-0.39908951781787705
7,-0.3872797788042174,0.5270479039187483,-0.23375849906848947,0.7062438671466805,0.5581349412548928,-0.21190967245585632,-0.17370055753311234,-0.14065067997198988,0.10466402459209613,-0.24756791465934846,0.44408004159338854,0.22573776021424918,0.2272544518483184,0.3042141691480217,0.0033291915196994775,-0.22847583634422722,-0.3606522477442399,0.6684315371673677,-0.30037570393304786,-0.24173604089366435,-0.01982665274721085,-0.23211624027286415,-0.11569036482431902,-0.05005861092846414,-0.3756555610023523,-0.053982255535087585,0.4887635768760344,0.16360558493502794
8,-0.3686439978470412,-0.5431018249498992,0.16601657388552396,0.01844174403106726,0.40083640174674684,0.46417727961249083,-0.05394232800165097,0.2396433613606148,0.1731548870564224,0.12845561648875578,0.5976338054719998,0.09784004006048029,0.20253604204742395,-0.1620726805212045,-0.5389564744842286,-0.07651428792714997,0.007353517239776877,0.5084513288472894,-0.07015666849652948,-0.38161159346342743,0.3072005296116835,-0.39293099885738547,-0.46984842572790914,0.3947848335923067,-0.06973702048162712,0.2599307157622092,-0.23291222862791067,-0.23984615260266276
9,0.16535265394050222,-0.5527298254636167,0.5567882989634625,0.14628956712361535,-0.6420655603613499,-0.0450019986521329,-0.04027543388825053,-0.14986485120500323,-0.06823391341760984,-0.2934563152780465,0.17093744490284019,0.12708776031429406,-0.41626065127887313,-0.6476045489063491,-0.5310118606354547,0.3377428651612249,-0.05528320914482035,0.8091570240883491,-0.13198500405111407,0.2527032006088086,-0.25274421325756086,-0.5670225193073289,-0.3152167048750163,0.2901942344975638,-0.26752884002577104,0.08233308379207753,0.4467729148381236,-0.17744909648598226
